fdcId,description,Calcium(Milligrams),Calories,Iron(Milligrams),Magnesium(Milligrams),Potassium(Milligrams),Protein(Grams),Vitamin A(Micrograms),Vitamin B-12(Micrograms),Vitamin C(Milligrams),Vitamin D(Micrograms),Zinc(Milligrams)
2707718,"Bread, sprouted wheat",0.0,188.0,1.89,66.0,198.0,13.2,0.0,0.0,0.0,0.0,1.25
2707719,"Bread, sprouted wheat, toasted",0.0,207.0,2.08,73.0,218.0,14.5,0.0,0.0,0.0,0.0,1.37
2707720,"Bread, wheat or cracked wheat",125.0,274.0,3.6,41.0,141.0,10.7,0.0,0.0,0.2,0.0,1.04
2707721,"Bread, wheat or cracked wheat, toasted",137.0,301.0,3.96,45.0,155.0,11.7,0.0,0.0,0.2,0.0,1.14
2707722,"Bread, wheat or cracked wheat, made from home recipe or purchased at bakery",42.0,271.0,3.22,45.0,170.0,10.3,20.0,0.06,0.0,0.2,1.27
2707723,"Bread, wheat or cracked wheat, made from home recipe or purchased at bakery, toasted",46.0,297.0,3.53,50.0,187.0,11.4,21.0,0.07,0.0,0.2,1.39
2707724,"Bread, wheat or cracked wheat, with raisins",52.0,292.0,2.88,42.0,240.0,8.66,22.0,0.05,0.3,0.2,1.07
2707725,"Bread, wheat or cracked wheat, with raisins, toasted",57.0,321.0,3.17,46.0,263.0,9.51,23.0,0.05,0.3,0.2,1.18
2707726,"Bread, wheat or cracked wheat, reduced calorie and/or high fiber",93.0,207.0,3.41,41.0,109.0,8.91,0.0,0.27,0.5,0.0,1.52
2707727,"Bread, wheat or cracked wheat, reduced calorie and/or high fiber, toasted",103.0,228.0,3.75,45.0,120.0,9.79,0.0,0.3,0.5,0.0,1.67
2707728,"Bread, French or Vienna, whole wheat",42.0,239.0,0.75,52.0,163.0,8.33,0.0,0.0,0.0,0.0,1.16
2707729,"Bread, French or Vienna, whole wheat, toasted",46.0,263.0,0.82,57.0,179.0,9.15,0.0,0.0,0.0,0.0,1.27
2707730,"Bread, pita, whole wheat",15.0,262.0,3.06,69.0,170.0,9.8,0.0,0.0,0.0,0.0,1.52
2707731,"Bread, pita, wheat or cracked wheat",15.0,262.0,3.06,69.0,170.0,9.8,0.0,0.0,0.0,0.0,1.52
2707755,"Bread, rye",73.0,259.0,2.83,40.0,166.0,8.5,0.0,0.0,0.4,0.0,1.14
2707756,"Bread, rye, toasted",80.0,285.0,3.11,44.0,182.0,9.34,0.0,0.0,0.4,0.0,1.25
2707757,"Bread, marble rye and pumpernickel",73.0,259.0,2.83,40.0,166.0,8.5,0.0,0.0,0.4,0.0,1.14
2707758,"Bread, marble rye and pumpernickel, toasted",80.0,285.0,3.11,44.0,182.0,9.34,0.0,0.0,0.4,0.0,1.25
2707760,"Bread, pumpernickel",68.0,250.0,2.87,54.0,208.0,8.7,0.0,0.0,0.0,0.0,1.48
2707761,"Bread, pumpernickel, toasted",75.0,275.0,3.15,59.0,229.0,9.56,0.0,0.0,0.0,0.0,1.63
2707764,"Bread, black",68.0,250.0,2.87,54.0,208.0,8.7,0.0,0.0,0.0,0.0,1.48
2707765,"Bread, black, toasted",75.0,275.0,3.15,59.0,229.0,9.56,0.0,0.0,0.0,0.0,1.63
2707768,"Bread, oatmeal",66.0,269.0,2.7,37.0,142.0,8.4,5.0,0.03,0.0,0.0,1.02
2707769,"Bread, oatmeal, toasted",73.0,296.0,2.97,41.0,156.0,9.23,5.0,0.03,0.0,0.0,1.12
2707770,"Bread, oat bran",73.0,299.0,3.0,41.0,158.0,9.33,6.0,0.03,0.0,0.0,1.13
2707771,"Bread, oat bran, toasted",73.0,296.0,2.97,41.0,156.0,9.23,5.0,0.03,0.0,0.0,1.12
2707776,"Bread, multigrain, toasted",113.0,291.0,2.75,86.0,253.0,14.7,0.0,0.0,0.1,0.0,1.87
2707777,"Bread, multigrain",103.0,265.0,2.5,78.0,230.0,13.4,0.0,0.0,0.1,0.0,1.7
2707778,"Bread, multigrain, with raisins",99.0,268.0,2.43,74.0,281.0,12.4,0.0,0.0,0.3,0.0,1.57
2707779,"Bread, multigrain, with raisins, toasted",109.0,295.0,2.67,81.0,309.0,13.6,0.0,0.0,0.3,0.0,1.72
2707780,"Bread, multigrain, reduced calorie and/or high fiber",93.0,207.0,3.41,41.0,109.0,8.91,0.0,0.27,0.5,0.0,1.52
2707781,"Bread, multigrain, reduced calorie and/or high fiber, toasted",103.0,228.0,3.75,45.0,120.0,9.79,0.0,0.3,0.5,0.0,1.67
2707788,"Bread, barley",125.0,274.0,3.6,41.0,141.0,10.7,0.0,0.0,0.2,0.0,1.04
2707789,"Bread, barley, toasted",137.0,301.0,3.96,45.0,155.0,11.7,0.0,0.0,0.2,0.0,1.14
2707790,"Bread, soy",94.0,267.0,3.79,73.0,528.0,16.4,21.0,0.06,0.0,0.2,1.42
2707791,"Bread, soy, toasted",103.0,293.0,4.17,81.0,580.0,18.0,21.0,0.07,0.0,0.2,1.56
2707792,"Bread, sunflower meal",42.0,306.0,3.66,37.0,194.0,11.2,18.0,0.05,0.2,0.2,1.28
2707793,"Bread, sunflower meal, toasted",46.0,336.0,4.02,41.0,213.0,12.3,18.0,0.06,0.1,0.2,1.41
2707794,"Bread, rice",138.0,248.0,2.63,12.0,75.0,4.31,0.0,0.0,0.0,0.0,0.48
2707795,"Bread, rice, toasted",152.0,273.0,2.89,13.0,82.0,4.74,0.0,0.0,0.0,0.0,0.53
2707797,"Bread, gluten free",138.0,248.0,2.63,12.0,75.0,4.31,0.0,0.0,0.0,0.0,0.48
2707798,"Bread, gluten free, toasted",152.0,273.0,2.89,13.0,82.0,4.74,0.0,0.0,0.0,0.0,0.53
2707815,"Corn flour patty or tart, fried",67.0,218.0,2.35,44.0,124.0,3.98,0.0,0.0,0.0,0.0,0.85
2707816,"Corn pone, baked",113.0,214.0,2.36,17.0,71.0,3.5,5.0,0.0,0.0,0.0,0.33
2707817,"Corn pone, fried",108.0,254.0,2.25,16.0,68.0,3.34,5.0,0.0,0.0,0.0,0.31
2707847,"Bread, Boston Brown",125.0,274.0,3.6,41.0,141.0,10.7,0.0,0.0,0.2,0.0,1.04
2707848,"Bread, nut",161.0,403.0,2.31,24.0,152.0,6.59,37.0,0.18,0.1,0.6,0.67
2707849,"Bread, pumpkin",137.0,305.0,2.15,18.0,153.0,4.97,209.0,0.15,0.8,0.5,0.45
2707850,"Bread, fruit",146.0,374.0,2.07,25.0,171.0,6.01,34.0,0.16,1.3,0.5,0.62
2707851,"Bread, zucchini",137.0,306.0,1.93,16.0,164.0,5.05,34.0,0.16,3.0,0.5,0.48
2707852,"Bread, Irish soda",105.0,301.0,2.63,24.0,276.0,6.48,90.0,0.1,0.8,0.4,0.58
2707992,"Cookies, Puerto Rican style",12.0,506.0,3.27,16.0,79.0,6.32,0.0,0.0,0.0,0.6,0.44
2708029,"Cream puff, eclair, custard or cream filled, NS as to icing",38.0,280.0,0.89,8.0,79.0,4.2,238.0,0.14,0.2,1.1,0.39
2708030,"Cream puff, eclair, custard or cream filled, not iced",32.0,264.0,1.12,8.0,74.0,4.76,215.0,0.18,0.2,1.0,0.43
2708031,"Cream puff, eclair, custard or cream filled, iced",35.0,334.0,0.95,10.0,68.0,4.41,23.0,0.17,0.0,0.3,0.45
2708032,"Cream puff, eclair, custard or cream filled, iced, reduced fat",49.0,242.0,1.08,14.0,68.0,3.48,22.0,0.1,0.0,0.3,0.35
2708033,"Cream puff, no filling or icing",36.0,360.0,2.02,12.0,97.0,9.0,288.0,0.39,0.0,1.4,0.73
2708195,Corn nuts,9.0,446.0,1.67,113.0,278.0,8.5,0.0,0.0,0.0,0.0,1.78
2708196,"Corn chips, plain",137.0,535.0,1.19,71.0,143.0,6.12,3.0,0.0,0.0,0.0,1.28
2708197,"Corn chips, flavored",137.0,543.0,1.19,71.0,143.0,6.11,3.0,0.0,0.0,0.0,1.28
2708198,"Corn chips, plain (Fritos)",138.0,539.0,1.2,72.0,144.0,6.17,3.0,0.0,0.0,0.0,1.29
2708199,"Corn chips, flavored (Fritos)",138.0,536.0,1.19,72.0,143.0,6.14,3.0,0.0,0.0,0.0,1.28
2708205,"Corn chips, reduced sodium",126.0,549.0,1.16,70.0,164.0,6.84,3.0,0.0,0.1,0.0,1.08
2708245,Onion flavored rings,29.0,499.0,3.72,28.0,143.0,7.7,8.0,0.0,1.8,0.0,0.33
2708402,"Rice, cooked, NFS",10.0,129.0,1.19,12.0,35.0,2.67,0.0,0.0,0.0,0.0,0.49
2708403,"Rice, white, cooked, NS as to fat",10.0,129.0,1.19,12.0,35.0,2.67,0.0,0.0,0.0,0.0,0.49
2708404,"Rice, white, cooked, made with oil",10.0,151.0,1.16,12.0,34.0,2.6,0.0,0.0,0.0,0.0,0.47
2708405,"Rice, white, cooked, made with butter",11.0,147.0,1.16,12.0,34.0,2.62,22.0,0.0,0.0,0.0,0.48
2708406,"Rice, white, cooked, made with margarine",10.0,142.0,1.16,12.0,35.0,2.6,23.0,0.0,0.0,0.1,0.47
2708407,"Rice, white, cooked, fat added, NS as to fat type",10.0,148.0,1.16,12.0,34.0,2.6,11.0,0.0,0.0,0.0,0.47
2708408,"Rice, white, cooked, no added fat",10.0,129.0,1.19,12.0,35.0,2.67,0.0,0.0,0.0,0.0,0.49
2708409,"Rice, brown, cooked, NS as to fat",5.0,123.0,0.4,39.0,80.0,2.44,0.0,0.0,0.0,0.0,0.63
2708410,"Rice, brown, cooked, fat added, made with oil",5.0,141.0,0.39,39.0,78.0,2.38,0.0,0.0,0.0,0.0,0.62
2708411,"Rice, brown, cooked, made with butter",6.0,137.0,0.39,39.0,78.0,2.4,18.0,0.0,0.0,0.0,0.62
2708412,"Rice, brown, cooked, made with margarine",6.0,134.0,0.39,39.0,79.0,2.38,19.0,0.0,0.0,0.1,0.62
2708413,"Rice, brown, cooked, fat added, NS as to fat type",6.0,138.0,0.39,39.0,78.0,2.38,9.0,0.0,0.0,0.0,0.62
2708414,"Rice, brown, cooked, no added fat",5.0,123.0,0.4,39.0,80.0,2.43,0.0,0.0,0.0,0.0,0.63
2708415,Cream of rice,4.0,69.0,5.01,5.0,25.0,1.17,0.0,0.0,0.0,0.0,0.22
2708416,"Rice, cooked, with milk",133.0,144.0,1.03,18.0,183.0,5.13,58.0,0.31,0.0,1.1,0.7
2708417,"Rice, sweet, cooked with honey",10.0,139.0,1.14,11.0,36.0,2.52,0.0,0.0,0.0,0.0,0.47
2708422,"Rice, white, cooked, glutinous",2.0,96.0,0.14,5.0,10.0,2.01,0.0,0.0,0.0,0.0,0.41
2708423,"Rice, wild, 100%, cooked, NS as to fat",3.0,122.0,0.58,31.0,98.0,3.86,0.0,0.0,0.0,0.0,1.3
2708424,"Rice, wild, 100%, cooked, no added fat",3.0,100.0,0.6,32.0,100.0,3.97,0.0,0.0,0.0,0.0,1.33
2708425,"Rice, wild, 100%, cooked, fat added",3.0,122.0,0.58,31.0,98.0,3.86,0.0,0.0,0.0,0.0,1.3
2708426,"Rice, white and wild, cooked, no added fat",9.0,79.0,0.81,12.0,34.0,1.82,0.0,0.0,0.0,0.0,0.42
2708427,"Rice, brown and wild, cooked, no added fat",3.0,120.0,0.56,38.0,87.0,2.89,0.0,0.0,0.0,0.0,0.79
2708428,"Rice, white and wild, cooked, fat added",11.0,112.0,0.98,14.0,41.0,2.17,20.0,0.0,0.0,0.1,0.5
2708429,"Rice, white and wild, cooked, NS as to fat",11.0,112.0,0.98,14.0,41.0,2.17,20.0,0.0,0.0,0.1,0.5
2708430,"Rice, brown and wild, cooked, fat added",3.0,138.0,0.55,37.0,85.0,2.82,0.0,0.0,0.0,0.0,0.77
2708431,"Rice, brown and wild, cooked, NS as to fat",6.0,112.0,0.34,34.0,69.0,2.2,20.0,0.0,0.0,0.1,0.66
2708432,"Rice, white, cooked with fat, Puerto Rican style",14.0,200.0,1.64,11.0,44.0,2.84,0.0,0.0,0.0,0.0,0.44
2708433,"Cream of wheat, NFS",86.0,65.0,3.69,5.0,16.0,1.44,17.0,0.0,0.0,0.0,0.13
2708434,"Cream of wheat, regular or quick, made with water, no added fat",87.0,51.0,3.76,5.0,16.0,1.45,0.0,0.0,0.0,0.0,0.13
2708435,"Cream of wheat, regular or quick, made with water, fat added",86.0,65.0,3.69,5.0,16.0,1.44,17.0,0.0,0.0,0.0,0.13
2708436,"Cream of wheat, instant, made with water, no added fat",54.0,67.0,4.11,6.0,17.0,1.52,193.0,0.0,0.0,0.0,0.15
2708437,"Cream of wheat, instant, made with water, fat added",53.0,82.0,4.01,6.0,17.0,1.5,207.0,0.0,0.0,0.0,0.15
2708438,"Bulgur, no added fat",10.0,83.0,0.96,32.0,68.0,3.06,0.0,0.0,0.0,0.0,0.57
2708439,"Bulgur, fat added",11.0,121.0,0.9,30.0,65.0,2.9,50.0,0.0,0.0,0.1,0.53
2708440,"Bulgur, NS as to fat",10.0,83.0,0.96,32.0,68.0,3.06,0.0,0.0,0.0,0.0,0.57
2708444,"Oat bran cereal, cooked",14.0,46.0,0.95,45.0,100.0,3.21,0.0,0.0,0.0,0.0,0.59
2708489,"Oats, raw",52.0,379.0,4.25,138.0,362.0,13.2,0.0,0.0,0.0,0.0,3.64
2708951,"Rice, fried, meatless",11.0,174.0,0.46,10.0,69.0,3.84,22.0,0.0,3.8,0.0,0.69
2708952,"Rice, fried, NFS",11.0,174.0,0.46,10.0,69.0,3.84,22.0,0.0,3.8,0.0,0.69
2708953,"Rice, fried, with chicken",12.0,173.0,0.5,12.0,100.0,7.28,20.0,0.06,3.2,0.0,0.83
2708954,"Rice, fried, with pork",12.0,179.0,0.55,13.0,122.0,7.56,19.0,0.11,3.3,0.1,0.97
2708955,"Rice, fried, with beef",10.0,178.0,0.77,12.0,96.0,7.86,19.0,0.26,3.2,0.0,1.37
2708956,"Rice, fried, with shrimp",23.0,166.0,0.44,14.0,84.0,6.68,32.0,0.25,3.2,0.0,0.83
2708996,"Rice, white, with corn, NS as to fat",8.0,134.0,0.99,16.0,84.0,2.58,3.0,0.0,0.9,0.0,0.51
2708997,"Rice, white, with corn, no added fat",8.0,117.0,1.01,16.0,86.0,2.64,3.0,0.0,0.9,0.0,0.52
2708998,"Rice, white, with corn, fat added",8.0,134.0,0.99,16.0,84.0,2.58,3.0,0.0,0.9,0.0,0.51
2708999,"Rice, white, with peas, NS as to fat",13.0,133.0,1.25,14.0,52.0,3.22,26.0,0.0,2.4,0.0,0.52
2709000,"Rice, white, with peas, no added fat",14.0,116.0,1.27,14.0,54.0,3.29,26.0,0.0,2.5,0.0,0.53
2709001,"Rice, white, with peas, fat added",13.0,133.0,1.25,14.0,52.0,3.22,26.0,0.0,2.4,0.0,0.52
2709002,"Rice, white, with carrots, NS as to fat",15.0,123.0,0.96,11.0,82.0,2.16,205.0,0.0,0.9,0.0,0.41
2709003,"Rice, white, with carrots, no added fat",15.0,106.0,0.98,11.0,84.0,2.2,209.0,0.0,0.9,0.0,0.42
2709004,"Rice, white, with carrots, fat added",15.0,123.0,0.97,11.0,82.0,2.16,204.0,0.0,0.9,0.0,0.41
2709005,"Rice, white, with peas and carrots, NS as to fat",15.0,128.0,1.12,13.0,65.0,2.69,116.0,0.0,1.5,0.0,0.47
2709006,"Rice, white, with peas and carrots, no added fat",15.0,111.0,1.14,13.0,66.0,2.75,119.0,0.0,1.5,0.0,0.48
2709007,"Rice, white, with peas and carrots, fat added",15.0,128.0,1.12,13.0,65.0,2.69,116.0,0.0,1.5,0.0,0.47
2709008,"Rice, white, with tomatoes and/or tomato-based sauce, NS as to fat",18.0,107.0,0.97,11.0,85.0,2.0,7.0,0.0,4.1,0.0,0.36
2709009,"Rice, white, with tomatoes and/or tomato-based sauce, no added fat",18.0,91.0,0.98,11.0,87.0,2.04,7.0,0.0,4.2,0.0,0.36
2709010,"Rice, white, with tomatoes and/or tomato-based sauce, fat added",18.0,107.0,0.97,11.0,85.0,2.0,7.0,0.0,4.1,0.0,0.36
2709011,"Rice, white, with dark green vegetables, NS as to fat",19.0,125.0,1.06,14.0,102.0,2.62,2.0,0.0,19.5,0.0,0.46
2709012,"Rice, white, with dark green vegetables, no added fat",20.0,107.0,1.08,14.0,104.0,2.67,2.0,0.0,19.9,0.0,0.48
2709013,"Rice, white, with dark green vegetables, fat added",19.0,125.0,1.06,14.0,102.0,2.62,2.0,0.0,19.5,0.0,0.46
2709014,"Rice, white, with carrots and tomatoes and/or tomato-based sauce, NS as to fat",16.0,114.0,0.97,11.0,84.0,2.07,100.0,0.0,2.6,0.0,0.38
2709015,"Rice, white, with carrots and tomatoes and/or tomato-based sauce, no added fat",17.0,98.0,0.98,11.0,86.0,2.12,102.0,0.0,2.7,0.0,0.39
2709016,"Rice, white, with carrots and tomatoes and/or tomato-based sauce, fat added",16.0,114.0,0.97,11.0,84.0,2.07,100.0,0.0,2.6,0.0,0.38
2709017,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, NS as to fat",18.0,115.0,1.01,12.0,92.0,2.29,4.0,0.0,11.0,0.0,0.41
2709018,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat",19.0,99.0,1.03,13.0,94.0,2.34,4.0,0.0,11.3,0.0,0.42
2709019,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added",18.0,115.0,1.01,12.0,92.0,2.29,4.0,0.0,11.0,0.0,0.41
2709020,"Rice, white, with carrots and dark green vegetables, NS as to fat",17.0,124.0,1.01,13.0,91.0,2.38,104.0,0.0,9.9,0.0,0.44
2709021,"Rice, white, with carrots and dark green vegetables, no added fat",17.0,107.0,1.03,13.0,93.0,2.44,106.0,0.0,10.1,0.0,0.44
2709022,"Rice, white, with carrots and dark green vegetables, fat added",17.0,124.0,1.01,13.0,91.0,2.38,104.0,0.0,9.9,0.0,0.44
2709023,"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, NS as to fat",18.0,115.0,0.99,12.0,97.0,2.26,67.0,0.0,10.4,0.0,0.41
2709024,"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, no added fat",17.0,101.0,1.01,12.0,91.0,2.3,70.0,0.0,8.1,0.0,0.42
2709025,"Rice, white, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, fat added",17.0,118.0,1.0,12.0,89.0,2.25,69.0,0.0,7.9,0.0,0.41
2709026,"Rice, white, with other vegetables, NS as to fat",14.0,124.0,0.97,13.0,76.0,2.3,3.0,0.0,7.8,0.0,0.41
2709027,"Rice, white, with other vegetables, no added fat",14.0,107.0,1.0,13.0,76.0,2.36,4.0,0.0,6.6,0.0,0.42
2709028,"Rice, white, with other vegetables, fat added",14.0,124.0,0.97,13.0,76.0,2.3,3.0,0.0,7.8,0.0,0.41
2709029,"Rice, white, with lentils, NS as to fat",17.0,150.0,2.18,23.0,207.0,5.5,1.0,0.0,1.3,0.0,0.82
2709030,"Rice, white, with lentils, fat added",17.0,150.0,2.18,23.0,207.0,5.5,1.0,0.0,1.3,0.0,0.82
2709031,"Rice, white, with lentils, no added fat",18.0,115.0,2.27,24.0,217.0,5.76,1.0,0.0,1.3,0.0,0.86
2709032,"Rice, cooked with coconut milk",19.0,267.0,2.34,33.0,219.0,3.57,0.0,0.0,1.3,0.0,0.78
2709037,"Rice, brown, with corn, NS as to fat",3.0,128.0,0.53,36.0,116.0,2.64,2.0,0.0,0.8,0.0,0.68
2709038,"Rice, brown, with corn, no added fat",3.0,113.0,0.54,36.0,118.0,2.69,2.0,0.0,0.8,0.0,0.69
2709039,"Rice, brown, with corn, fat added",3.0,128.0,0.53,36.0,116.0,2.64,2.0,0.0,0.8,0.0,0.68
2709040,"Rice, brown, with peas, NS as to fat",8.0,127.0,0.75,35.0,89.0,3.18,22.0,0.0,2.1,0.0,0.69
2709041,"Rice, brown, with peas, no added fat",8.0,113.0,0.76,35.0,91.0,3.24,22.0,0.0,2.1,0.0,0.7
2709042,"Rice, brown, with peas, fat added",8.0,127.0,0.75,35.0,89.0,3.18,22.0,0.0,2.1,0.0,0.69
2709043,"Rice, brown, with carrots, NS as to fat",9.0,119.0,0.5,32.0,115.0,2.27,175.0,0.0,0.7,0.0,0.59
2709044,"Rice, brown, with carrots, no added fat",9.0,104.0,0.51,33.0,117.0,2.31,179.0,0.0,0.8,0.0,0.6
2709045,"Rice, brown, with carrots, fat added",9.0,119.0,0.5,32.0,115.0,2.27,175.0,0.0,0.7,0.0,0.59
2709046,"Rice, brown, with peas and carrots, NS as to fat",8.0,123.0,0.64,33.0,99.0,2.73,99.0,0.0,1.3,0.0,0.64
2709047,"Rice, brown, with peas and carrots, no added fat",9.0,109.0,0.64,34.0,101.0,2.78,101.0,0.0,1.3,0.0,0.66
2709048,"Rice, brown, with peas and carrots, fat added",8.0,123.0,0.64,33.0,99.0,2.73,99.0,0.0,1.3,0.0,0.64
2709049,"Rice, brown, with tomatoes and/or tomato based sauce, NS as to fat",12.0,105.0,0.55,30.0,114.0,2.13,6.0,0.0,3.6,0.0,0.53
2709050,"Rice, brown, with tomatoes and/or tomato based sauce, no added fat",12.0,92.0,0.56,30.0,116.0,2.16,6.0,0.0,3.6,0.0,0.54
2709051,"Rice, brown, with tomatoes and/or tomato based sauce, fat added",12.0,105.0,0.55,30.0,114.0,2.13,6.0,0.0,3.6,0.0,0.53
2709052,"Rice, brown, with dark green vegetables, NS as to fat",12.0,120.0,0.58,35.0,131.0,2.67,2.0,0.0,16.6,0.0,0.64
2709053,"Rice, brown, with dark green vegetables, no added fat",13.0,105.0,0.59,35.0,134.0,2.72,2.0,0.0,17.0,0.0,0.65
2709054,"Rice, brown, with dark green vegetables, fat added",12.0,120.0,0.58,35.0,131.0,2.67,2.0,0.0,16.6,0.0,0.64
2709055,"Rice, brown, with carrots and tomatoes and/or tomato-based sauce, NS as to fat",10.0,111.0,0.53,31.0,114.0,2.2,86.0,0.0,2.2,0.0,0.56
2709056,"Rice, brown, with carrots and tomatoes and/or tomato-based sauce, no added fat",10.0,97.0,0.54,32.0,117.0,2.24,88.0,0.0,2.3,0.0,0.57
2709057,"Rice, brown, with carrots and tomatoes and/or tomato-based sauce, fat added",10.0,111.0,0.53,31.0,114.0,2.2,86.0,0.0,2.2,0.0,0.56
2709058,"Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, NS as to fat",12.0,112.0,0.57,32.0,122.0,2.38,4.0,0.0,9.5,0.0,0.58
2709059,"Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, no added fat",12.0,98.0,0.57,33.0,124.0,2.42,4.0,0.0,9.7,0.0,0.59
2709060,"Rice, brown, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added",13.0,110.0,0.57,32.0,129.0,2.39,4.0,0.0,12.1,0.0,0.57
2709061,"Rice, brown, with carrots and dark green vegetables, NS as to fat",10.0,120.0,0.54,33.0,122.0,2.47,89.0,0.0,8.4,0.0,0.61
2709062,"Rice, brown, with carrots and dark green vegetables, no added fat",11.0,105.0,0.55,34.0,125.0,2.51,90.0,0.0,8.6,0.0,0.63
2709063,"Rice, brown, with carrots and dark green vegetables, fat added",10.0,120.0,0.54,33.0,122.0,2.47,89.0,0.0,8.4,0.0,0.61
2709064,Grape leaves stuffed with rice,89.0,168.0,1.25,26.0,152.0,2.28,241.0,0.0,5.6,0.0,0.34
2709065,"Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, NS as to fat",11.0,114.0,0.55,32.0,120.0,2.35,59.0,0.0,6.8,0.0,0.58
2709066,"Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, no added fat",11.0,100.0,0.56,33.0,122.0,2.39,60.0,0.0,6.9,0.0,0.59
2709067,"Rice, brown, with carrots, dark green vegetables, and tomatoes and/or tomato-based sauce, fat added",11.0,114.0,0.55,32.0,120.0,2.35,59.0,0.0,6.8,0.0,0.58
2709068,"Rice, brown, with other vegetables, NS as to fat",7.0,119.0,0.52,33.0,108.0,2.4,3.0,0.0,5.5,0.0,0.59
2709069,"Rice, brown, with other vegetables, no added fat",8.0,105.0,0.53,34.0,110.0,2.45,3.0,0.0,5.6,0.0,0.6
2709070,"Rice, brown, with other vegetables, fat added",7.0,119.0,0.52,33.0,108.0,2.4,3.0,0.0,5.5,0.0,0.59
2709092,"Rice, white, with cheese and/or cream based sauce, NS as to fat",110.0,166.0,0.89,14.0,70.0,5.16,27.0,0.12,0.2,0.3,0.73
2709093,"Rice, white, with cheese and/or cream based sauce, no added fat",112.0,152.0,0.91,14.0,71.0,5.26,28.0,0.12,0.2,0.3,0.75
2709094,"Rice, white, with cheese and/or cream based sauce, fat added",110.0,166.0,0.89,14.0,70.0,5.16,27.0,0.12,0.2,0.3,0.73
2709095,"Rice, white, with gravy, NS as to fat",10.0,117.0,0.81,9.0,36.0,1.98,0.0,0.0,0.0,0.0,0.34
2709096,"Rice, white, with gravy, no added fat",10.0,102.0,0.82,9.0,37.0,2.02,0.0,0.0,0.0,0.0,0.35
2709097,"Rice, white, with gravy, fat added",10.0,117.0,0.81,9.0,36.0,1.98,0.0,0.0,0.0,0.0,0.34
2709098,"Rice, white, with soy-based sauce, NS as to fat",9.0,117.0,0.82,10.0,33.0,2.01,0.0,0.01,0.0,0.0,0.33
2709099,"Rice, white, with soy-based sauce, no added fat",9.0,101.0,0.83,10.0,34.0,2.05,0.0,0.01,0.0,0.0,0.34
2709100,"Rice, white, with soy-based sauce, fat added",9.0,117.0,0.82,10.0,33.0,2.01,0.0,0.01,0.0,0.0,0.33
2709101,"Rice, brown, with cheese and/or cream based sauce, NS as to fat",92.0,157.0,0.49,32.0,100.0,4.87,24.0,0.1,0.2,0.3,0.85
2709102,"Rice, brown, with cheese and/or cream based sauce, no added fat",93.0,144.0,0.5,33.0,102.0,4.95,24.0,0.1,0.2,0.3,0.87
2709103,"Rice, brown, with cheese and/or cream based sauce, fat added",92.0,157.0,0.49,32.0,100.0,4.87,24.0,0.1,0.2,0.3,0.85
2709104,"Rice, brown, with gravy, NS as to fat",5.0,114.0,0.42,28.0,72.0,2.11,0.0,0.0,0.0,0.0,0.52
2709105,"Rice, brown, with gravy, no added fat",5.0,101.0,0.42,28.0,73.0,2.14,0.0,0.0,0.0,0.0,0.52
2709106,"Rice, brown, with gravy, fat added",5.0,114.0,0.42,28.0,72.0,2.11,0.0,0.0,0.0,0.0,0.52
2709107,"Rice, brown, with soy-based sauce, NS as to fat",4.0,114.0,0.43,29.0,69.0,2.14,0.0,0.01,0.0,0.0,0.51
2709108,"Rice, brown, with soy-based sauce, no added fat",4.0,100.0,0.43,29.0,70.0,2.17,0.0,0.01,0.0,0.0,0.52
2709109,"Rice, brown, with soy-based sauce, fat added",4.0,114.0,0.43,29.0,69.0,2.14,0.0,0.01,0.0,0.0,0.51
2709110,"Rice, white, with vegetables, cheese and/or cream based sauce, NS as to fat",93.0,146.0,0.88,16.0,89.0,4.7,64.0,0.09,0.8,0.3,0.68
2709111,"Rice, white, with vegetables, cheese and/or cream based sauce, no added fat",94.0,134.0,0.89,16.0,91.0,4.77,65.0,0.09,0.8,0.3,0.7
2709112,"Rice, white, with vegetables, cheese and/or cream based sauce, fat added",93.0,146.0,0.88,16.0,89.0,4.7,64.0,0.09,0.8,0.3,0.68
2709113,"Rice, white, with vegetables and gravy, NS as to fat",13.0,107.0,0.81,11.0,63.0,2.15,43.0,0.0,0.6,0.0,0.37
2709114,"Rice, white, with vegetables and gravy, no added fat",13.0,95.0,0.82,12.0,64.0,2.19,44.0,0.0,0.6,0.0,0.38
2709115,"Rice, white, with vegetables and gravy, fat added",13.0,107.0,0.81,11.0,63.0,2.15,43.0,0.0,0.6,0.0,0.37
2709116,"Rice, white, with vegetables, soy-based sauce, NS as to fat",12.0,106.0,0.82,12.0,60.0,2.18,43.0,0.01,0.6,0.0,0.36
